mol_id,smiles,antibacterial,Polyketides,cluster
1833,COc1c(CC=C(C)C)c(O)c(C(CC(C)C)c2c(O)c(CC=C(C)C)c(O)c(C(C)=O)c2O)c(O)c1C(C)=O,0,1,5
1842,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1,0,1,6
1849,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,0,1,5
1856,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1,0,1,6
1863,COC1C=CC(C)C2OC(O)(C(C)C(=O)OC(c3ccccc3)CCCCC1OC)C(OC)C(O)C2C,0,1,1
1868,COc1c2ccoc2cc2oc(C)cc(=O)c12,0,1,6
1953,CC=C(C)C=CC=CC(OC)C(C)C(OC)C(C)CCc1oc2c(O)c(OC)cc(OC)c2c(=O)c1C,1,1,5
1954,CC1C=CC2=CCCC(O)C2C1CCC1CC(O)CC(=O)O1,0,1,7
1956,CC1C=CC2=CCCCC2C1CCC1CC(O)CC(=O)O1,0,1,7
1962,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,0,1,6
1963,O=c1cc(CO)occ1O,0,1,6
1969,CC1C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C2CC1,0,1,7
1979,CCC(Br)=CC=CC1CC2OC(C=C=CBr)CC2O1,0,1,3
1980,COc1ccc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc1OC,0,1,1
1981,COc1ccc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc1,0,1,1
1982,COc1ccc(-c2cc3c(c(=O)o2)CC2C(C)(CCC4(O)C(C)(C)C(=O)CCC24C)O3)cc1,0,1,1
1983,COc1ccc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C(OC(C)=O)CCC24C)O3)cc1,0,1,1
1984,COc1c(C(O)CC(C)C)ccc2c1C(=O)OCc1cc(C)cc(O)c1O2,0,1,6
1985,COc1c(C(CC(C)C)OC(C)=O)ccc2c1C(=O)OCc1cc(C)cc(O)c1O2,0,1,6
1986,COc1c(C(CC(C)C)OC(C)=O)ccc2c1C(=O)OC(c1cc(C)cc(O)c1C(=O)c1c(O)ccc(CC=C(C)C)c1O)C(O)c1cc(C)cc(O)c1O2,0,1,4
1987,COc1c(C(O)CC(C)C)ccc(O)c1C(=O)c1c(O)cc(C)cc1C1OC(=O)c2c(ccc(C(CC(C)C)OC(C)=O)c2OC)Oc2c(O)cc(C)cc2C1O,0,1,4
1994,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,0,1,6
2013,CC=Cc1cc(=O)c2c(C)cc(OC)c(C3OC(CO)C(O)C(O)C3O)c2o1,0,1,4
2016,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,0,1,6
2018,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(O)cc4O)cc2O3)c1,0,1,6
2029,CCCCCCCCCCCC1=C(O)C(=O)C=C(OC)C1=O,0,1,5
2030,CCC(C)C(OC(C)=O)C(C)C1=CC(=O)C2=C(OC3(C)CCC4OC(C(C)(C)O)CCC4(C)C3C2O)C1=O,0,1,3
2045,COC1=C(O)c2c(O)cc(C)c3c(O)cc(O)c(c23)C1=O,0,1,6
2049,C=C(C)C(CC=C(C)C)CC12CC(CC=C(C)C)C(C)(C)C(CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O,0,1,4
2066,CC(C)CC(=O)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,0,1,4
2067,CCCCC(=O)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,0,1,4
2085,CC1CCCCC2C(=O)C=CC(O)C2CC(=O)O1,0,1,3
2094,CCCCCCCCCC1=COC2(CC(C(=O)O)C(CC(=O)O)(C(=O)O)O2)C1=O,0,1,3
2105,Cc1cc(O)c2c(c1-c1ccc3c(c1O)C(=O)CC(C)(C1OC(=O)CC1C)O3)OC(C)(C1OC(=O)CC1O)CC2=O,0,1,1
2106,Cc1cc2c(c(O)c1-c1ccc3c(c1O)C(=O)CC(C)(C1OC(=O)CC1C)O3)C(=O)CC(C)(C1OC(=O)CC1O)O2,0,1,1
2124,CCC(C)C=C(C)C1=Cc2cc3c(c(O)c2C(OC)O1)C(=O)C(=O)C(OC)=C3,0,1,5
2125,CCOC1OC(C(C)=CC(C)CC)=Cc2cc3c(c(O)c21)C(=O)C(=O)C(OC)=C3,0,1,5
2150,CCC(C)C(=O)c1c(O)c(Cc2c(O)c(C)c(O)c(C(=O)C(C)C)c2O)c(O)c2c1OC(C)(C)C=C2,0,1,5
2151,CCC(C)C(=O)c1c(O)c(Cc2c(O)c(C)c(O)c(C(C)=O)c2O)c(O)c2c1OC(C)(C)C=C2,0,1,5
2165,CC(C)=CCCC(C)=CCC12OC1(C)C(=O)c1c(O)cc(O)cc1C2=O,0,1,4
2171,CCC(=O)OCC1(C)C(OC(=O)CC)CCC2(C)C1CC(OC(=O)CC)C1(C)Oc3cc(-c4cccnc4)oc(=O)c3C(O)C21,0,1,4
2172,CCC(=O)OC1CCC2(C)C(CC(OC(=O)CC)C3(C)Oc4cc(-c5cccnc5)oc(=O)c4C(O)C23)C1(C)COC(C)=O,0,1,4
2173,CCC(=O)OCC1(C)C(OC(=O)CC)CCC2(C)C1CC(OC(C)=O)C1(C)Oc3cc(-c4cccnc4)oc(=O)c3C(O)C21,0,1,4
2174,CCC(=O)OCC1(C)C(OC(C)=O)CCC2(C)C1CC(OC(=O)CC)C1(C)Oc3cc(-c4cccnc4)oc(=O)c3C(O)C21,0,1,4
2192,CC1CC=CC(=O)C(O)C(O)CC=Cc2cc(O)cc(O)c2C(=O)O1,0,1,1
2198,CCCC=C1OC(=O)c2ccccc21,0,1,5
2203,CCC(C)C(=O)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,0,1,4
2208,Cc1cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c2cn1,0,1,6
2209,COC1OC(C)Cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c21,0,1,1
2210,COC1OC(C)=Cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c21,0,1,4
2219,C=C1C2(C)CC3C(C)=C4CC(=O)OC(C)(C)C4=CCC3(C)C1(C(=O)OC)C(=O)C(C)(O)C2=O,0,1,4
2220,C=C1C2(C)CC3C4(C)C(=CCC3(C)C1(C(=O)OC)C(=O)C(C)(O)C2=O)C(C)(C)C(=O)CC4O,0,1,4
2221,C=C1C2(C)CC3C4(C)CCC(O)C(C)(C)C4CCC3(C)C1(C(=O)OC)C(=O)C(C)(O)C2=O,0,1,3
2222,C=C1C2(C)CC3C4(C)CCC(=O)OC(C)(C)C4=CCC3(C)C1(C(=O)OC)C(=O)C(C)(O)C2=O,0,1,4
2223,C=C1C2(C)CC3C4(C)CCC(=O)OC(C)(C)C4CCC3(C)C1(C(=O)OC)C(=O)C(C)(O)C2=O,0,1,4
2224,C=C(C)C1=CCC2(C)C(CC3(C)C(=C)C2(C(=O)OC)C(=O)C(C)(O)C3=O)C1(C)CCC(=O)O,0,1,3
2257,CC1C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C2C(O)C1,0,1,7
2263,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,0,1,3
2314,CC=C(C)C(O)C(C)C=C(C)C=CCC(C)=CCc1nc(OC)c(OC)c(O)c1C,0,1,5
2323,COC(=O)c1c2c(c3ccccc3c1O)OC(C)(C)C=C2,0,1,4
2326,COC(=O)C12C(O)=C(C)C(=O)C1(C)C(C)=CC1C3(C=O)CCC(OC(C)=O)C(C)(C)C3CCC12C,0,1,4
2327,COC(=O)C12C(O)=C(C)C(=O)C1(C)C(C)=CC1C3(CO)CCC(OC(C)=O)C(C)(C)C3CCC12C,0,1,4
2328,COC(=O)C12C(O)=C(C)C(=O)C1(C)C(C)=CC1C3(C)CCC(OC(C)=O)C(C)(C)C3CCC12C,0,1,4
2329,COC(=O)C12C(O)=C(C)C(=O)C1(C)C(C)=CC1C3(C)CCC(=O)C(C)(C)C3CCC12C,0,1,4
2335,C=C1C(O)C2OC3(CCC(C=CC(C)C4CC(C)=CC5(OC(CC(C)(O)C(=O)O)CCC5O)O4)O3)CCC2OC1C(O)CC(C)C1CCCC2(OCCCC2C)O1,0,1,3
2351,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1,0,1,6
2387,O=C1OC(C(O)CO)C(O)=C1O,0,1,5
2396,CCCCCCCCCCCCCCCc1cc(O)cc(O)c1OC(C)=O,0,1,5
2397,CCCCCCC=CCCCCCCCc1cc(O)cc(O)c1OC(C)=O,0,1,5
2398,CCCCCC=CCC=CCCCCCCCc1cc(O)cc(O)c1OC(C)=O,0,1,5
2417,CC=Cc1cc2c(c(=O)o1)-c1c(O)c(O)c(OC)c(C=O)c1CO2,0,1,4
2418,CC=Cc1cc2c(c(=O)o1)-c1c(O)c(O)c(OC)c(C=O)c1C(O)O2,0,1,4
2419,CC=Cc1cc2c(c(=O)o1)-c1c(O)c(O)c(OC)c(C=O)c1C(OC(C)C)O2,0,1,5
2427,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,0,1,6
2434,Oc1cc(O)c(Oc2cc(O)cc(O)c2Oc2cc(O)cc(O)c2-c2c(O)cc(O)cc2O)c(O)c1,0,1,6
2438,CC(=O)c1c(O)cc2c(c1C)C(=O)CC(O)C2,0,1,6
2464,COC(=O)Cc1c(O)cc(O)cc1OC(=O)c1cc(OC)c(O)c(OC)c1,0,1,6
2488,COC(=O)C1c2c(oc3cc(CO)cc(O)c3c2=O)C=CC1O,0,1,4
2490,CCCC=Cc1cc2c(C=O)c(O)c(CC=C(C)C)cc2o1,0,1,5
2491,CC(C)=CCc1cc2c(c(C=O)c1O)CCC(C=CC(C)O)O2,0,1,3
2492,CC=CCCCCc1c(O)cc(CC=C(C)C)c(O)c1C=O,0,1,5
2538,CCCCCc1c(Oc2cc(OC)cc3c2C(=O)OC3(O)CCCC)c(O)cc(O)c1C(=O)O,0,1,6
2554,CCCCCC(=O)c1c(O)c(Cl)c(OC)c(Cl)c1O,0,1,5
2591,CCCCCc1cccc(O)c1C1=NC(C2SCC(C(O)C(C)(C)C(=O)O)N2C)CS1,0,1,5
2596,CC(=O)OC1OC(C2c3cccc(O)c3C(=O)c3c(O)cc(C)cc32)C(O)C(O)C1O,0,1,1
2597,CC(=O)OC1OC(C2c3cccc(O)c3C(=O)c3c(O)cc(C)cc32)C(O)C(OC(=O)C=C(C)C)C1O,0,1,1
2598,CC(=O)OC1OC(C2(O)c3cccc(O)c3C(=O)c3c(O)cc(C)cc32)C(O)C(OC(=O)C=C(C)C)C1O,0,1,1
2599,CC(C)=CC(=O)OC1C(O)OC(C2c3cccc(O)c3C(=O)c3c(O)cc(C)cc32)C(O)C1O,0,1,1
2600,CC(C)=CC(=O)OC1C(O)C(O)OC(C2c3cccc(O)c3C(=O)c3c(O)cc(C)cc32)C1O,0,1,1
2601,CC(=O)OC1OC(C2(O)C3=CCCC(O)=C3C(=O)c3c(O)cc(C)cc32)C(O)C(O)C1O,0,1,1
2615,CC1CCCC=CC2CCC(O)C(CC(=O)O1)O2,0,1,7
2616,CC1CCCC=CC2C=CC(O)C(CC(=O)O1)O2,0,1,7
2676,CC(=O)OC1C(C)CC(O)=C2C(=O)c3c(ccc(-c4ccc5c(c4O)C(=O)C4=C(O)CC(C)C(OC(C)=O)C4(CO)O5)c3O)OC21CO,1,1,4
2677,CC(=O)OCC12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)CC(C)C(OC(C)=O)C4(CO)O5)c(O)c3C(=O)C1=C(O)CC(C)C2OC(C)=O,1,1,4
2678,CC(=O)OCC12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)CC(C)C(OC(C)=O)C4(COC(C)=O)O5)c(O)c3C(=O)C1=C(O)CC(C)C2OC(C)=O,1,1,4
2679,CCCCCCCCCCCCC=CCC(=O)C1=C(O)CC(O)CC1=O,0,1,3
2701,Cc1cccnc1C=CC=CC(O)C(C)O,0,1,5
2708,CCCCCCCCCCCCC=CCCC(O)C(O)CCC(O)C1CCC(CCCCCC(O)CC2=CC(C)OC2=O)O1,0,1,3
2709,CCCCCCCCCCCCC=CCCC(O)C(O)CCC(O)C1CCC(CCCCCCCC2=CC(C)OC2=O)O1,0,1,3
2729,COC1=CC(=O)c2c(O)c(OC)c3c(c2C1=O)-c1c2c(c(O)c(OC)c1C(C(C)=O)C(C)(O)C3)C(=O)C=C(OC)C2=O,0,1,1
2759,CCCCCCCCCCC(O)C1CCC(C2CCC(C(O)CCCCCCCCCCC(O)CC3=CC(C)OC3=O)O2)O1,0,1,3
2769,COc1cc(O)cc2c1C(=O)c1c(cc(C)c(C(=O)OCC(O)CO)c1O)C2=O,0,1,6
2770,COC(=O)c1c(O)cc(C)cc1CC1=CC(=O)C=C(OC)C1=O,0,1,6
2787,CC1OC(OC2CCC(OC3(C)CC(=O)c4c(ccc5c4C(=O)c4ccc(C6CC7OC8CC(=O)C(C)OC8OC7C(C)O6)c(O)c4C5=O)C3)OC2C)C=CC1=O,0,1,9
2788,CC1OC2OC3C(C)OC(c4ccc5c(c4O)C(=O)c4ccc6c(c4C5=O)C(=O)CC(C)(O)C6)CC3OC2CC1=O,0,1,9
2805,CCC1=CC(C=Cc2ccccc2)(CC)C(CC)(C(=O)O)C2C(CC)C(=O)C(C)C12,0,1,3
2808,COc1c(SC)c(CCN(C)C)c2ssc3c(CCN(C)C)c(SC)c(OC)c(OC)c3sc3c(OC)c(OC)c(SC)c(CCN(C)C)c3sc2c1OC,0,1,4
2809,COc1c(SC)c(CCN(C)C)c2sc3c(OC)c(OC)c(SC)c(CCN(C)C)c3ssc2c1OC,0,1,4
2810,COc1c(OC)c2c(c(CCN(C)C)c1SC)Sc1c(OC)c(OC)c(SC)c(CCN(C)C)c1S2,0,1,4
2822,CCCCCCCCCCCCCCCC(O)=C1C(=O)C(C)N(C)C1=O,0,1,5
2823,CC(C)CCCCCCCCCCCC(O)=C1C(=O)C(C)N(C)C1=O,0,1,3
2824,CCC(C)CCCCCCCCCCC(O)=C1C(=O)C(C)N(C)C1=O,0,1,3
2825,CCCCCCCCCC(C)CCCC(O)=C1C(=O)C(C)N(C)C1=O,0,1,3
2854,CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,0,1,6
2855,COc1c(O)c(C)c(CC=C(C)CCCCCCc2ccccc2)oc1=O,0,1,6
2856,COc1c(O)c(C)c(CC=C(C)CCCCCCCCc2ccccc2)oc1=O,0,1,6
2857,COc1c(C)c(CCCCCCCCCCSC(C)=O)oc(=O)c1OC,0,1,5
2858,COc1c(C)c(CCCCCCCCCCSC)oc(=O)c1OC,0,1,5
2862,COC(=O)C1(O)c2c(oc3cccc(O)c3c2=O)C=CC1O,0,1,1
2863,Cc1c2c(c(O)c3c1C(=O)CC(C)(C)O3)OC(=O)c1c(C)c(Cl)c(O)c(C=O)c1O2,0,1,6
2864,CC(C)=CCc1c(O)cc2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2,0,1,6
2865,CC(C)=CCc1c(O)cc2c(c1C)OC(=O)c1c(C)c(Cl)c(O)c(C=O)c1O2,0,1,6
2866,COc1cc2c(c(C)c1C(=O)C=C(C)C)OC(=O)c1c(C)cc(O)c(C=O)c1O2,0,1,6
2867,Cc1c2c(cc3c1C(=O)CC(C)(C)O3)Oc1c(C=O)c(O)c(Cl)c(C)c1C(=O)O2,0,1,6
2868,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(O)c3c(c(C)c1O2)C(=O)CC(C)(C)O3,0,1,6
2869,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(cc3c(c1C)C(=O)CC(C)(C)O3)O2,0,1,6
2870,COc1c(O)c2c(c(C)c1C(=O)C=C(C)C)Oc1c(C=O)c(O)cc(C)c1C(=O)O2,0,1,6
2871,COc1c(O)c2c(c(C)c1C(=O)C=C(C)C)Oc1c(C=O)c(O)c(Cl)c(C)c1C(=O)O2,0,1,6
2875,CCC(C)CC(C)C=C(C)C=CC(=O)C1C(=O)OC2(C)C(=O)C=C3C=C(C4C(=O)CC(O)CC4C)OC=C3C12,0,1,3
2876,CCC(C)CC(C)C=C(C)C=CC(=O)CC1C2=COC(C3C(=O)CC(O)CC3C)=CC2=CC(=O)C1(C)O,0,1,3
2877,CCC(C)CC(C)C=C(C)C=CC(=O)C1C(=O)OC2(C)C(=O)C=C3C=C(C4C(=O)C=CCC4C)OC=C3C12,0,1,3
2878,CCC(C)CC(C)C=C(C)C=CC(=O)C1=C2C3=COC(C4C(=O)CC(O)CC4C)=CC3=CC(=O)C2(C)OC1=O,0,1,3
2883,CCC1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,0,1,9
2889,O=C1C=CC(=O)c2c(O)cccc21,1,1,6
2892,CCCC1=CC2=C(CO1)C(=O)C(C)(O)C(OC(=O)c1c(C)cc(O)c(O)c1OC)C2,1,1,4
2898,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,1,1,2
2902,CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,1,1,7
2919,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,1,1,7
2922,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,1,1,2
2924,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,1,1,8
2947,CC1=CCC(C(C)=Cc2csc(C)n2)OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)C(C)CCC1,1,1,7
2951,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,1,1,7
2955,CCC1OC(=O)C(C)C(O)C(C)C(O)C(C)CC(C)C(=O)C(C)C(O)C1C,1,1,7
2971,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1,1,0
2973,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1,1,0
2976,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C(C)C)C2O)C2(C)CC(C)=C(O2)C(C)C(=O)C1(C)OC,1,1,8
2984,CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1,1,1,7
2993,CC(C)C1OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C1=O,1,1,5
2999,CCC1OC(=O)C(C)(F)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)OC12C,1,1,8
3000,COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,1,1,2
3007,COC1C(OC(C)=O)CC(=O)OC(C)CC2OC2C=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,1,1,2
3008,COC1CC(OC2C(C)OC(OC3C(C)=CCC4CC(CC5(C=CC(C)C(C6CCCCC6)O5)O4)OC(=O)C4C=C(C)C(O)C5OCC(=CC=CC3C)C45O)CC2OC)OC(C)C1O,1,1,8
3009,CC=CC=CC1OC(O)(C(CC)C(O)=NCC=CC=C(C)C(OC)C(C)C2OC(C=CC=CC=C(C)C(O)=C3C(=O)C=CN(C)C3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C,1,1,0
3012,CCCN1CC(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC1C,1,1,2
3013,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,1,1,3
3015,CCC(C(=O)O)C1OC(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)C(C)CC1C,1,1,0
3016,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,1,1,8
3019,COC1CC(OC2C(C)=CCC3CC(CC4(CCC(C)C(C5CCCCC5)O4)O3)OC(=O)C3C=C(C)C(=NO)C4OCC(=CC=CC2C)C34O)OC(C)C1O,1,1,8
3021,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CCCCC2)CC(C)C(=O)C=CC(C)=CC1CN1CCCCC1,1,1,8
3022,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,1,1,8
3024,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,1,1,2
3033,CCC(C(=O)O)C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1,1,1,0
3034,CCC1OC(=O)CC(OC(C)=O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC(C)C)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,1,1,2
3056,C=CCC1C(=O)C(C)(C)C(O)CC(=O)OC(c2ccc3sc(C)nc3c2)CC2OC2(C)CCCC(C)C1O,1,1,7
3066,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O,1,1,8
3076,CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C3OC)C(O)C2N(C)C)CC1(C)OC(=O)CC,1,1,2
3078,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,1,1,2
3116,CCOCCOC1CCC(CC(C)C2CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(OC)CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)CC1OC,1,1,0
3207,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,0,1,4
3222,CCCCCC(O)C1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC1O,1,1,3
3252,COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c(O)c(OC)c6c(c(c1CC(C)(O)C6C(C)=O)c23)c54,0,1,1
3291,CCCCCCC1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC1O,1,1,3
3381,Cc1cc(=O)c2c(O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(O)c7c(=O)cc(C)c8c1c2c(c34)c(c65)c78,0,1,6
3384,CC(C)=CCC1=C(O)c2ccccc2C(=O)C1=O,0,1,6
3410,CC=CCCCCCCC(CC1CCCCCCCCCCCC(OS(=O)(=O)O)CC(OS(=O)(=O)O)CCCCCCCCCCCC=CC(=O)O1)OS(=O)(=O)O,1,1,3
3420,CCCCC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,1,1,0
3433,CCC1OC(=O)C(C)C(OC2CC(C)(O)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,1,1,2
3441,CCC1C=C(C)C(O)CC=CC=C(COC2OC(C)C(OC(=O)c3c(C)c(Cl)c(O)c(Cl)c3O)C(O)C2OC)C(=O)OC(C(C)O)CC=C(C)C=C(C)C1OC1OC(C)(C)C(OC(=O)C(C)C)C(O)C1O,1,1,0
3464,Cc1cc(O)cc2c1C(=O)C1=C(C2=O)C(C)(C)c2cc(O)cc(O)c2C1=O,1,1,6
3471,COC1CC=CC=CCC(C)C(O)CC(O)C(C)C(O)CC(=O)OC(C(C)C(C)C=C(C)CCC=CC=CCC(O)CC(C)CCC(=O)O)CC(O)CCC1,1,1,0
3475,COC1=C(C(=O)O)C(C)C23OC24c2cc(O)c5c(c2NC3C#CC=CC#CC14)C(=O)c1c(O)ccc(O)c1C5=O,1,1,1
3504,CNc1ccc2oc(CC3OC4(CCC3C)OC(C(C)C(=O)c3ccc[nH]3)C(C)CC4C)nc2c1C(=O)O,1,1,3
3511,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,1,1,9
3539,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(OC(C)=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,1,1,2
3551,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1OC1CC(O)C(O)C(C)O1)CC(O)C2C(=O)O,1,1,0
