mol_id,smiles,antibacterial
1540,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,4
1567,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,2
1573,C=CCSCC(=O)NC(C(C)=O)C1NC(C(=O)O)C(C)(C)S1,1
1593,COC1C=CC=CC=CCC(OC(=O)C2(NC(=O)C3=CCCCC3)CC2)C(C)C(O)C(C)=CCCc2cc(O)cc(c2O)NC(=O)C1,2
1613,CC=Cc1c(O)c(O)cc2c1C(C)(NC(=O)C=CC(=O)O)C(=O)O2,3
1625,C=C(NC(=O)c1csc(-c2nc3c(cc2O)-c2nc(cs2)C(=O)NC(C(C)O)C(=O)NC(=C(C)OC)c2nc(cs2)C(=O)NC2c4nc(cs4)C(=O)NC(COC(=O)c4c5c6c(cccc6n4O)COC(=O)C(OC4CC6(C)OCN(C)C6C(C)O4)C2OC5)c2nc-3cs2)n1)C(N)=O,2
1627,CC(=CC(=O)OCCCCCCCC(=O)NC1=C2SS(=O)(=O)C=C2NC1=O)C(O)C1OCC(CC=CC(C)C(C)O)C(O)C1O,4
1641,O=C(O)CNC(=O)C=CCCCCCCCCCC=C(Br)Br,3
1642,O=C(O)C1N=C1C=CCCCCCCCCCC=C(Br)Br,3
1706,O=C1NC(Cc2c[nH]c3ccccc23)C(=O)NC1Cc1c[nH]c2ccccc12,3
1711,CC=C(NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C1CSC(C)C(NC(=O)C2CSCC(NC(=O)C(C)NC(=O)C(N)C(C)CC)C(=O)NC(CCCCN)C(=O)NC(Cc3ccccc3)C(=O)NC(C(C)CC)C(=O)N2)C(=O)N2CCCC2C(=O)NCC(=O)N1)C(=O)NCC(=O)NC1CSCC2NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CSC=CNC2=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc2ccccc2)NC1=O,2
1712,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,2
1713,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,2
1714,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,1
1737,CC1C=CC(C(N)C(=O)O)O1,3
1754,CC(=O)N1CCCC(N)C(=O)NC2CCCN(C(C)=O)O[Fe](O1)ON(C(C)=O)CCCC(C(=O)NC(CO)C(=O)NC(C(=O)O)C(O)C1SC(n3ccc(=O)n(C)c3=O)C(O)C1O)NC2=O,1
1755,CC(=O)N1CCCC(N)C(=O)NC2CCCN(C(C)=O)O[Fe](O1)ON(C(C)=O)CCCC(C(=O)NC(CO)C(=O)NC(C(=O)O)C(O)C1SC(n3ccc(=NC(N)=O)n(C)c3=O)C(O)C1O)NC2=O,1
1756,CC(=O)N1CCCC(N)C(=O)NC2CCCN(C(C)=O)O[Fe](O1)ON(C(C)=O)CCCC(C(=O)NC(CO)C(=O)NC(C(=O)O)C(O)C1SC(n3ccc(=N)n(C)c3=O)C(O)C1O)NC2=O,1
1779,CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)NO)CC(C)C,1
1801,C#CC(O)C([NH3+])C(=O)[O-],1
1802,C#CC(O)C(N)C(=O)O,2
1815,CC(=O)N(O)CCCCC(NC(=O)CC(O)(CC(=O)NC(CCCCN(O)C(C)=O)C(=O)O)C(=O)O)C(=O)O,
1817,CC1(C(=O)O)CSC(C(C)(C)C(O)C2CSC(C3CSC(c4ccccc4O)=N3)N2)=N1,
1819,NCCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(CO)C(=O)O,
1822,CC(O)C(NC(=O)C(N)CCCN(O)C=O)C(=O)N(O)CCCC(NC(=O)C(N)CCCN(O)C=O)C(=O)O,
1826,CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(C)=O)NC1=O,
1827,CC(=O)N(O)CCCC1NC(=O)CNC(=O)CNC(=O)CNC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CCCN(O)C(C)=O)NC1=O,
1828,CC(=CC(=O)N(O)CCCC(N)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O)CCO,
1829,CC(=CC(=O)N([O-])CCCC(N)C(=O)OCCC(C)=CC(=O)N([O-])CCCC1NC(=O)C(CCCN([O-])C(=O)C=C(C)CCO)NC1=O)CCO,
1830,NC(CNC(=O)CC(O)(CC(=O)NCCNC(=O)CCC(=O)C(=O)O)C(=O)O)C(=O)O,
1857,CCC(C)C(NC(=O)CN)C(=O)NCC(=O)NC(C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CO)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(N)=O)C(C)CC)C(C)CC)C(C)O)C(C)O)C(C)C)C(C)C,
1861,CC(NC(=O)C(N)CCCNP(N)(=O)NS(=O)(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)O,
1873,NCC(=O)O,
1876,CC(N)C(=O)O,
1877,CNCC(=O)O,
1882,NC(COP(=O)(O)O)C(=O)O,
1883,N=C(N)NCCCC(N)C(=O)O,
1893,NC(CSSCC(N)C(=O)O)C(=O)O,
1894,NC(=O)NCCCC(N)C(=O)O,
1904,NCCC(=O)O,
1910,NC(Cc1ccccc1)C(=O)O,
1916,NC(CS)C(=O)O,
1920,NC(Cc1ccc(O)cc1)C(=O)O,
1923,NC(=O)CCC(N)C(=O)O,
1930,N=C(N)NCCCCC(N)C(=O)O,
1934,NC(Cc1ccc(O)c(I)c1)C(=O)O,
1947,[NH3+]C(CCC(=O)[O-])C(=O)[O-],
1965,CC(C)CC(NP(=O)(O)OC1OC(C)C(O)C(O)C1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,1
1967,CNC(=O)C(C)C1C(=O)C(=C(O)C=CC(C)=CC(C)C2OC3(C)OC(C=CC34CO4)C2C)C(=O)N1C1CCC(O)C(C)O1,2
1997,NCCCCNC(=O)C(Cc1ccccc1)NC(=O)C1OC1C(=O)O,
1998,NCCCCNC(=O)C(Cc1ccc(O)cc1)NC(=O)C1OC1C(=O)O,
2071,CC1=CCCC(C)OC(=O)CC(c2ccc(O)cc2)NC(=O)C(Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)C(C)NC(=O)C(C)C1,
2072,CC1=CC(C)CC(C)OC(=O)CC(c2ccc(O)cc2)NC(=O)C(Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)C(C)NC(=O)C(C)C1O,
2073,CC1C=C(CO)CC(C)C(=O)NC(C)C(=O)N(C)C(Cc2c(Br)[nH]c3ccccc23)C(=O)NC(c2ccc(O)cc2)CC(=O)OC(C)C1,
2074,CC1=CC(C)CC(C)OC(=O)CC(c2ccc(O)cc2)NC(=O)C(Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)C(C)NC(=O)CC1,
2076,CC1=CC(C)CC(C)OC(=O)CC(c2ccc(O)cc2)NC(=O)C(C(O)c2c(Br)[nH]c3ccccc23)N(C)C(=O)C(C)NC(=O)C(C)C1,
2077,CC1=CC(C)CC(C)OC(=O)CC(c2ccc(O)cc2)NC(=O)C(CC(=O)c2ccccc2N)N(C)C(=O)C(C)NC(=O)C(C)C1,
2078,COC1(CC2C(=O)NC(c3ccc(O)cc3)CC(=O)OC(C)CC(C)C=C(C)CC(C)C(=O)NC(C)C(=O)N2C)OC(=O)Nc2ccccc21,
2090,NCCCCNCCCNC(=O)C(Cc1ccc(O)cc1)NC(=O)C1OC1C(=O)O,
2091,NCCCNCCCCNC(=O)C(Cc1ccc(O)cc1)NC(=O)C1OC1C(=O)O,
2092,NCCCCNCCCNC(=O)C(Cc1ccccc1)NC(=O)C1OC1C(=O)O,
2093,NCCCNCCCCNC(=O)C(Cc1ccccc1)NC(=O)C1OC1C(=O)O,
2097,CCC(C)C(NC(=O)C1OC1C(=O)O)C(=O)NCCCc1c[nH]c(N)n1,
2098,CC(C)CC(NC(=O)C1OC1C(=O)O)C(=O)NCCCc1c[nH]c(N)n1,
2264,O=C1NC(Cc2ccccc2)C(=O)N2CCCCC2C(=O)NC(CCCCCC(=O)C2CO2)C(=O)NC1Cc1ccccc1,
2265,NC(CC1CCC(=O)C2OC12)C(=O)O,
2274,Cl.NC(CS)C(=O)O,
2275,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,
2283,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,
2284,[H]OC(=O)C([H])([H])N([H])[H],
2334,NC1C=CC=C(C(=O)O)C1,
2341,C=CCS(=O)CC(N)C(=O)O,
2345,C[N+](C)(C)C(Cc1c[nH]c(S)n1)C(=O)[O-],
2362,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,
2363,CC(=O)NC(CC(=O)[O-])C(=O)[O-],
2377,CC(=O)NC(CC(=O)O)C(=O)O,
2433,CCCCCCCCCC(OC(=O)C(CCCCN(O)C=O)NC(=O)c1nc(-c2ccccc2O)oc1C)C(C)(C)C(=O)NC1CCCCN(O)C1=O,
2472,Cc1cc(C(=O)NCCC(=O)O)n(O)c1,
2473,O=C(O)CCNC(=O)c1cccn1O,
2501,C[N+](C)(C)C(Cc1c[nH]c(=[Se])[nH]1)C(=O)[O-],
2509,Cn1cnc(S)c1CC(N)C(=O)O,
2510,CNC(Cc1c(S)ncn1C)C(=O)O,
2511,CN(C)C(Cc1c(S)ncn1C)C(=O)O,
2520,COC1=C(NCC(=O)O)CC(O)(CO)CC1=NC(CO)C(=O)O,
2527,C=CCS(=O)CC([NH3+])C(=O)[O-],
2550,NCCCC(=O)O,
2553,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,
2579,CCC=CCC(O)C=CC=CC=CC=CC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(O)CC=CCCC(=O)O,
2588,CCC(C)C1NC(=O)C(CC(N)=O)NC1=O,
2636,CCCCCC(C)CC1COC(c2ccc[nH]2)NC1C(=O)OC,
2644,CCCCCCCC(=O)N(C)C(Cc1ccccc1)C(=O)NC1CCCCNC1=O,
2772,CC1(C(=O)O)CSC(c2ccccc2O)=N1,
2796,CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)C(CC(C)C)N(C)C(=O)C2CCCN2C1=O,
2797,CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)C(CC(C)C)N(C)C(=O)C2C(C)CCN2C1=O,
2831,COc1ccc2c(c1)NC(=O)C21C=C2C(=O)N3CCCC3C(=O)N2C1C=C(C)C,
2834,CCC(C)C1NC(=O)C(C)NC(=O)C(CCS(C)=O)NC(=O)C(C)NC(=O)C(CC(=O)OC)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C1=O,
2844,COc1ccc2c(CC3NC(=O)C4CCCN4C3=O)c(C(=O)C=C(C)C)[nH]c2c1,
2890,COC1(Cc2c[nH]c3ccccc23)NC(=O)C(SC)(C(C)O)NC1=O,1
2901,CC1NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O.NCCCC(N)CC(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC1=O,1
2905,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,9
2909,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,
2934,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,7
2943,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,7
2944,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,8
2945,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,7
2967,CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)O,1
2995,NCCC(O)C(N)CC(=O)NC1CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O,1
3001,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,6
3002,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1,2
3003,CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,7
3020,C=C(N=C(O)C(=C)N=C(O)c1csc(C2=NC3c4csc(n4)C4N=C(O)c5csc(n5)C(C(C)(O)C(C)O)N=C(O)C5CSC(=N5)C(=CC)N=C(O)C(C(C)O)N=C(O)c5csc(n5)C3(CC2)N=C(O)C(C)N=C(O)C(=C)N=C(O)C(C)N=C(O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(=N)O,1
3032,CCC1CCNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,6
3035,C=CC1CC1(NC(=O)C1CC(Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,
3040,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O,
3044,CCC1C2CN(C(=O)C(C(C)(C)C)NC(=O)OC3CC3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)C1C(=O)NC1(C(=O)NS(=O)(=O)C2(C)CC2)CC1C(F)F,
3051,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,1
3055,COC1(NC(=O)C(C(=O)O)c2ccsc2)C(=O)N2C(C(=O)O)C(C)(C)SC21,6
3059,CNC1C(O)C(OC2C(NC(=O)C(O)CCN)CC(N)C(OC3OC(CNCCO)=CCC3N)C2O)OCC1(C)O,5
3073,[N-]=[N+]=NCC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,5
3075,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,5
3082,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,3
3087,CCN1CCN(C(=O)NC(C(=O)NC2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC32)C(C)O)C(=O)C1=O,5
3089,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,5
3094,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,5
3100,CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,4
3104,CC(C)(C)C1NC(=O)OC2CCCC2OCC=CC(F)(F)c2nc3ccccc3nc2OC2CC(C(=O)NC3(C(=O)NS(=O)(=O)C4(C)CC4)CC3C(F)F)N(C2)C1=O,
3119,C=C1NC(=O)c2nc(oc2C)C(=C)NC(=O)C(C(C)(C)O)NC(=O)C(=C)NC(=O)c2coc(n2)C(=CC)NC(=O)C(C(C)O)NC(=O)c2csc(n2)-c2ccc(C(=O)NC(=C)C(=O)NC(C)C(N)=O)nc2-c2coc(n2)C(=C)NC1=O,1
3123,CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CC(N(C)C(C(=O)O)C(C)C)CC2c2cccc(F)c2)CC1,
3133,CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,
3134,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O.O,
3138,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O.O=S(=O)(O)O,
3139,CCCCOC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(C)OC1C(O)C(CO)OC(O)C1NC(C)=O,
3147,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2nccs2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,
3148,CCOC(=O)C(CS)NC(=O)CCC(N)C(=O)O,
3168,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,
3171,CCCCOC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO,
3176,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)([O-])[O-].[H+].[H+],
3180,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccc2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,
3190,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2nnn(C)n2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,
3191,CC(C)C(NC(=O)N(C)Cc1ccccn1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)N(C)Cc1ccccn1)C(C)C,
3193,CCCn1c(=O)c2[nH]c(-c3cc(OC(=O)CNc4ccc(OC)c(OC)c4)nn3C)nc2n(CCC)c1=O,
3213,CCCCCCC(=O)NC(CCC(=O)NC(CCCC(N)C(=O)O)C(=O)NC(C)C(=O)O)C(=O)O,1
3223,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1.COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc3c(c2)cc2n3C(c3ccccc3)Oc3cc(C4=NC(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)N=C4)ccc3-2)[nH]1)C(C)C,
3227,Cn1cc(NC(=O)c2cc(NC(=O)CN=C(N)N)cn2C)cc1C(=O)NCCC(=N)N,1
3234,COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2cc(F)c3c(c2)OC(c2cnc(C4CC4)s2)n2c-3cc3cc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,
3242,CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O.O.O.O,
3249,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21.Cl,
3254,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,
3255,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1.O,
3259,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1.O=P(O)(O)O,
3268,CC(=O)NC(CS)C(=O)[O-].[Na+],
3273,CC(SC(=O)c1cccs1)C(=O)NCC(=O)[O-].[Na+],
3298,Cl.Cn1cc(NC(=O)c2cc(NC(=O)CN=C(N)N)cn2C)cc1C(=O)NCCC(=N)N,1
3312,CC(=O)NC(CS)C(=O)[O-].CC(=O)NC(CS)C(=O)[O-].[Zn+2],
3313,CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O.O.O.O.O,
3314,NC(C[Se][Se]CC(N)C(=O)O)C(=O)O,
3324,Cl.Cn1cc(NC(=O)c2cc(N=C(N)CN=C(N)N)cn2C)cc1C(=O)NCCC(N)=O,1
3328,CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O,
3329,NC(CC(=O)NO)C(=O)O,
3331,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,
3333,COC(=O)NC(C(=O)N1C(c2nc3ccc(-c4cc5ccc4CCc4ccc(c(-c6ccc7nc(C8CC9CCCCC9N8C(=O)C(NC(=O)OC)C(C)C)[nH]c7c6)c4)CC5)cc3[nH]2)CC2CCCCC21)C(C)C,
3346,O=C([O-])CC(NC(=O)CP(=O)([O-])[O-])C(=O)[O-].[Na+].[Na+].[Na+].[Na+],
3359,O=C(O)CC(NC(=O)CP(=O)(O)O)C(=O)O,
3377,O=C([O-])CC(NC(=O)CP(=O)([O-])O)C(=O)[O-],
3380,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21.Cl,
3382,CC(C)OC(=O)C(C)NP(=O)(OCC1(F)OC(n2ccc(=O)[nH]c2=O)C(C)(O)C1O)Oc1ccccc1,
3391,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1.[Na+],5
3394,Cc1onc(-c2ccccc2Cl)c1C([O-])=NC1C(=O)N2C1SC(C)(C)C2C(=O)O.[Na+],1
3396,COC(C(N)=NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)C=CC=C3)CSC12)c1cnc(N)s1,1
3397,CC1(C)SC2C(NS(=O)(=O)O)C(=O)N2C1C(=O)O,1
3400,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=CCSC12)c1csc(N)n1.[Na+],5
3401,CCCCCC=CCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(NC(=O)C(N)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)C(O)c4ccc(c(Cl)c4)O3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)OC)NC2=O)OC(CO)C(O)C1O,1
3402,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].CCN(CC)CCOC(=O)c1ccc(N)cc1.[K+].c1ccc(CNCCNCc2ccccc2)cc1,1
3405,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],1
3407,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(N=C([O-])Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1.[Na+],1
3409,CC(C)CCCCCCCC=CCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C,1
3414,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)[O-].[Na+],4
3426,CC1(C=CC#N)C(C(=O)O)N2C(=O)CC2S1(=O)=O,1
3428,Cn1cc(C=CC=C2C(=O)N3C(C(=O)[O-])=CSC23)nn1.[Na+],1
3429,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1.[Na],1
3432,CC1(CCl)C(C(=O)[O-])N2C(=O)CC2S1(=O)=O.[K+],1
3440,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1,1
3442,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+],4
3443,CON=C(C([O-])=NC1C(=O)N2C(C(=O)[O-])=C(Cn3ccc(=N)n3CCO)CSC12)c1csc(N)n1.O=S(=O)(O)O,1
3446,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C.Cl,5
3452,COCC1=C(C(=O)O)N2C(=O)C(N=C([O-])C(=NOC)c3csc(N)n3)C2SC1.[Na+],1
3456,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O.[Na],1
3457,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O.O=C(O)C1C(=CCO)OC2CC(=O)N21,2
3459,O=C([O-])C1C(=CCO)OC2CC(=O)N21.[Na+],1
3460,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1.O=S(=O)(O)O,5
3462,CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(=O)[O-])C(=O)O.[Na+],1
3463,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.[Na+].[Na+],1
3467,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc([O-])cc2)c[nH]1.[Na+],1
3469,O=C(NC1CCCNCC1)N1CCC2C1C(=O)N2S(=O)(=O)O,1
