mol_id,smiles,antibacterial
3472,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1.[Na+],5
3483,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1.[Na+],1
3491,CC(OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CSC2C(NC(=O)Cc3csc(N)n3)C(=O)N12,1
3496,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],8
3505,CC(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C)(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)Cc1ccccc1)C(C)C)C(C)C,1
3509,COC1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21.[Na+].[Na+],4
3514,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+],5
3517,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[K+],4
3524,O=C([O-])C1=C(C[n+]2ccc(CCS(=O)(=O)[O-])cc2)CSC2C(NC(=O)C(NC(=O)c3nc[nH]c3C(=O)O)c3ccccc3)C(=O)N12.[Na+],2
3525,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nncs3)CSC12.[Na+],4
3526,CCC(C)CCCCC(=O)NCCC1NC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC1=O,1
3527,O=C(O)C1=C(CSc2nncs2)CSC2C(N=C([O-])Cn3cnnn3)C(=O)N12.[Na+],1
3532,CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(N)CCCNC(=N)N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)O,1
3535,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O.Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1
3536,Cc1onc(-c2ccccc2)c1C([O-])=NC1C(=O)N2C1SC(C)(C)C2C(=O)O.[Na+],1
3540,CC1(C)SC2N(C(=O)C23OC3(Cl)C(=O)Nc2ccccc2)C1C(=O)O,1
3554,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl.O,4
3560,COc1cccc(OC)c1C([O-])=NC1C(=O)N2C1SC(C)(C)C2C(=O)O.[Na+],1
3563,CC1(COC(=O)Cc2ccc([O-])c(O)c2)C(C(=O)O)N2C(=O)C(=Cc3ccccn3)C2S1(=O)=O.[Na+],1
3568,CCC(C)C(N)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,1
3569,O=C([O-])C1=CSC2C(=Cc3cn4c(n3)COCC4)C(=O)N12.[Na+],1
3571,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O.O=S(=O)(O)O,2
3575,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C.[Cl-].[H+],1
3576,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1.CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,1
3578,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],5
3581,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.O.O.O.O.c1ccc(CNCCNCc2ccccc2)cc1,1
3587,CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(=O)O)C(=O)O,1
3588,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],5
3591,CC(NC(=O)C(C)NC(=O)C([NH3+])CCP(C)(=O)[O-])C(=O)[O-],1
3599,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+],4
3601,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.[Na+],1
3611,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],1
3612,NCCC(O)C(N)CC(=O)NC1CNC(=O)C(C2CCNC(N)=N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O,1
3613,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)[O-])C1OC(n2cc(C(=O)[O-])c(=O)[nH]c2=O)C(O)C1O.[Zn+2],1
3614,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O.[Na+],5
3616,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O.O=S(=O)(O)O,1
3619,CC1(Cn2ccnn2)C(C(=O)[O-])N2C(=O)CC2S1(=O)=O.[Na+],5
3620,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O.[Na+],1
3622,CCCCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,1
3624,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)[O-].[K+],5
3633,CC(=O)C=C1C(=O)N2C1SC(C)(C)C2C(=O)O,1
3635,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],2
3638,C[n+]1ccn(CC2(C)C(C(=O)[O-])N3C(=O)CC3S2(=O)=O)n1,1
3639,CCCCCCCCCCNCCNC1(C)CC(OC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CC(C)C)NC)C(O)c5ccc(c(Cl)c5)O4)c4ccc(O)c(c4)-c4c(cc(O)c(CNCP(=O)(O)O)c4O)C(C(=O)O)NC3=O)OC(CO)C(O)C2O)OC(C)C1O.Cl,4
3646,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1.[Na+],1
3650,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O.[Na+],1
3656,CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccsc3)C(=O)N2C1C(=O)[O-].[Na+].[Na+],5
3660,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O.[Na+],1
3662,CC1(C)SC2C(NC(=O)C(NS(=O)(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,2
3665,COC=C1C(=O)N2C1SC(C)(C)C2C(=O)O,1
3666,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1.O=S(=O)([O-])O,1
3667,COCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1.[Na+],1
3674,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(=CC=CC=O)C2SC1(C)C,1
3677,CC(O)C1C(=O)N2C(C(=O)O)=C(C(C)(C)CCCN)OC12,1
3680,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],2
3682,CC(=O)N(O)CCCC(N)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CO)C(=O)NC(C(=O)O)C(O)C1SC(n2ccc(=O)n(C)c2=O)C(O)C1O.[Fe+3],1
3684,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)[O-])CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12.[Na+],4
3685,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,1
3690,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OC1OC(=O)c2ccccc21.Cl,5
3696,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O.O.[Na],1
3699,CC1(C)SC2C(Br)C(=O)N2C1C(=O)O,1
3703,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(N=C([O-])C(OC=O)c3ccccc3)C2SC1.[Na+],1
3705,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O.Cl,7
3706,C[NH2+]C(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)[O-])c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O.Cl,1
3713,O=C(NC1CCNCC1)C1CCC2CN1C(=O)N2OS(=O)(=O)O,1
3715,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1.[Na+],1
3716,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+],5
3717,CNC(=O)C(C)C1C(=O)C(=C([O-])C=CC(C)=CC(C)C2OC3(C)OC(C=CC34CO4)C2C)C(=O)N1C1CCC(O)C(C)O1,1
3720,CCCCCCCCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)O)NC2=O)OC(CO)C(O)C1O,2
3721,Cn1cc(C=C2C(=O)N3C(C(=O)[O-])=CSC23)nn1.[Na+],1
3722,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1.[Na+],5
3727,CC(O)C1C(=O)N2C(C(=O)O)=C(C(C)(C)C)OC12,1
3728,CCC(C)C1NC(=O)C(CO)NC(=O)C2CCCN2C(=O)C(C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(CCCCN)NC(=O)C(CCSC)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(N)Cc2ccccc2)CSSCC(C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)O)C(C)C)NC(=O)C(C(C)O)NC1=O,1
3729,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC21.[Na+],5
3735,CC1(C)SC2C(I)C(=O)N2C1C(=O)[O-],1
3740,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O.[Na+],1
3741,CC1(CCl)C(C(=O)O)N2C(=O)C(Cl)C2S1(=O)=O,1
3743,CCC(C)C(NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CS)NC(=O)C(CCCCN)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)NC(CS)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C)C(C)O,1
3747,NC(C(=O)O)c1ccc(CO)c(O)c1,1
3754,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CC#N)C2SC1.[Na+],5
3756,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],5
3757,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[K+],5
3762,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.[Na+],1
3764,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1.[Na+],5
3768,CC(=O)NC(CSC(=O)C1(C(O)C(C)C)NC(=O)C(C)C1O)C(=O)O,1
3772,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],5
3774,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1.Cl,2
3775,CC1(C)SC2C(I)C(=O)N2C1C(=O)O,1
3776,COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+],1
3785,COC1(NC(=O)CSCC(N)C(=O)[O-])C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21.[Na+],1
3788,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],2
3790,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].c1ccc(C[NH2+]CC[NH2+]Cc2ccccc2)cc1,1
3791,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1.Cl,1
3793,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],1
3794,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],6
3800,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O.[Na],1
3804,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+],4
3805,CC1(C)SC2CC(=O)N2C1C(=O)O,1
3807,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(CCC(=O)O)C(=O)NC(CC(N)=O)C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,2
3809,CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2C1C(=O)[O-],1
3819,CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+].[Na+],5
3824,CC1(C)C(C(=O)O)N2C(=O)C(NS(=O)(=O)C(F)(F)F)C2S1(=O)=O,1
3825,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],1
3831,CC1(C)SC2C(N=C([O-])C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O.[Na+],1
3835,O.O=C(NC1CCNCC1)C1CCC2CN1C(=O)N2OS(=O)(=O)O,4
3840,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],1
3841,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O.CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,1
3847,CC1(C)SC2C(N=C([O-])Cc3ccccc3)C(=O)N2C1C(=O)O.[K+],1
3849,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1.O,5
3858,CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1CO)C(C)C,2
3859,CC1(C)C(C(=O)[O-])N2C(=O)CC2S1(=O)=O.[Na+],6
3861,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O.O,4
3868,CC1(C)C(C(=O)O)N2C(=O)C(C(O)c3ccccc3)C2S1(=O)=O,1
3871,O=C(NC1CCNCC1)C1CCC2CN1C(=O)N2OS(=O)(=O)[O-].[Na+],1
3872,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],1
3873,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],1
3879,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O.CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],2
3886,O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)[O-])cc2)CSC2C(NC(=O)C(NC(=O)c3nc[nH]c3C(=O)O)c3ccccc3)C(=O)N12,2
3888,Cc1onc(-c2c(Cl)cccc2Cl)c1C([O-])=NC1C(=O)N2C1SC(C)(C)C2C(=O)O.[Na+],1
3893,CC(C)CC(N)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,1
3895,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],5
3899,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1.[Na+],1
3906,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],1
3911,O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)[O-])cc2)CSC2C(NC(=O)C(NC(=O)c3nc[nH]c3C(=O)O)c3ccccc3)C(=O)N12.[Na+],1
3913,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+],5
3916,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O.Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O.c1ccc(CNCCNCc2ccccc2)cc1,1
3918,COC1C(OC(C(NCCCNC(=O)C(CC(C)C)NC(=O)C(NC(=O)NC(C(=O)O)C(C)C)C2CCN=C(N)N2)C(=O)O)C2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CN)C1O,1
3923,NC(=O)NC=C1NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)CC([NH3+])CCC[NH3+])CNC(=O)C(C2CC(O)NC(N)=[NH+]2)NC1=O,1
3926,CC1(C)SC2C(NC(=O)C(NS(=O)(=O)[O-])c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+].[Na+],6
3927,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.[K+],1
3929,O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)O)cc2)CSC2C(NC(=O)C(NC(=O)c3nc[nH]c3C(=O)O)c3ccccc3)C(=O)N12.[Na],1
3930,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1,1
3931,CC1(C)SC2C(OS(=O)(=O)C(F)(F)F)C(=O)N2C1C(=O)O,1
3933,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)[O-])C(=O)N2C1C(=O)[O-].[Na+].[Na+],4
3934,COC1(N=C([O-])C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21.[Na+].[Na+],1
3936,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].[K+],5
3942,NC(C(=O)O)C1CC(Cl)=NO1,
3952,CCCCCCCCCCOC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)OCCCCCCCCCC.[Cl-].[Cl-],
3957,O=C1NCC(=O)N2CCCC2C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)NC(Cc2ccc(O)cc2)C(=O)NC1Cc1ccccc1,
3962,CCC(C)CCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(CO)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,
3964,CC1=CC(C)CC(C)OC(=O)CC(c2ccc(O)cc2)NC(=O)C(Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)C(C)NC(=O)C(C)C1,
3972,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(OCC[N+](C)(C)C)NC(=O)C5C(O)C(C)CN5C(=O)C(C(C)O)NC(=O)C(C(O)C(O)c5ccc(O)cc5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)cc2)cc1,
3974,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c5ccc([O-])c(OS(=O)(=O)O)c5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)no2)cc1.[Na+],
3979,C=C1CC(N)C(C(=O)O)C1,
3980,O=C([O-])CNCP(=O)([O-])O,
3981,CN1C(C(=O)O)CSC1C1CSC(c2ccccc2O)=N1,1
3984,NC(CC(=O)CO)C(=O)O,
3991,CCCCCCCCCCOC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)OCCCCCCCCCC,
3993,CC(C)N.O=C(O)CNCP(=O)(O)O,
3997,CC(C)[NH3+].O=C([O-])CNCP(=O)(O)O,
3999,CC(C([NH3+])C(=O)NC(C(=O)[O-])C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)C(O)c1ccc(O)cn1,
4040,CC(N)C(=O)NC(C)C(=O)NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC21.CS(=O)(=O)O,8
4042,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.c1ccc(CNCCNCc2ccccc2)cc1,1
4043,Cc1cc(O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)cn1.[Na+],4
4046,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(O)nn3C)CSC12)c1csc(N)n1.[Na+],1
4050,CC(N)C(=O)NC(C)C(=O)NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC21,7
4051,NC(=O)C(=O)NN=Cc1ccc([N+](=O)[O-])o1,3
4068,CCC(C)CCCCCC=CCC(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1CCCC1C(=O)NC(C)C1CC(=O)C2CNCCN2C1=O)C(C)C)C(C)N)C(C)C(=O)O,1
